question,answer,answerKey
"Bitki hücrelerinde bulunan ancak hayvan hücrelerinde bulunmayan hücre parçası hangisidir?
Şıklar:
A. çekirdek
B. hücre duvarı
C. sitoplazma
D. hücre zarı",hücre duvarı,B
"Hangi nesne en büyük esnekliğe sahiptir?
Şıklar:
A. ahşap blok
B. kağıt bardak
C. metal çivi
D. cam şişe",kağıt bardak,B
"Tanya hangi ev eşyalarının mıknatıs tarafından çekildiğini araştırıyor. Hangisi bir sonuca varmasına yardımcı olacak?
Şıklar:
A. bir tahmin
B. bir hipotez
C. malzeme listesi
D. bir sonuç tablosu",bir sonuç tablosu,D
"Hidrojenin atom kütlesi 1, oksijenin atom kütlesi ise 16'dır. Bir su molekülü oluştuğunda, iki hidrojen atomu bir oksijen atomu ile birleşir. Bir su molekülünün kütlesi nedir?
Şıklar:
A. 14
B. 16
C. 17
D. 18",18,D
"Gübre akışının arttığı bölgelerin çevresinde, bir göl besin zincirindeki tüm heterotrofların sayısında artış görülebilir. İlk artıştan sonra popülasyonlar azalmaya başlar. Büyük olasılıkla hangi olay popülasyonların azalmasına neden olmuştur?
Şıklar:
A. Göle daha fazla yırtıcı hayvan sokuldu.
B. Suda azot gibi besin maddeleri tükenmiştir.
C. Organizmalar için üreme mevsimi sona erdi.
D. Ayrışan algler çözünmüş oksijen miktarını düşürmüştür.",Ayrışan algler çözünmüş oksijen miktarını düşürmüştür.,D
"Aşağıdakilerden hangisinin elektrik akışına izin verme olasılığı en düşüktür?
Şıklar:
A. alüminyum
B. bakır
C. plastik
D. su",plastik,C
"Ampuller elektrik enerjisini verimli kullanma becerileri açısından farklılık gösterir. Alicia bir akkor ampul ile bir floresan ampulü yakmak için gereken elektrik enerjisi miktarını karşılaştırmıştır. Alicia elektrik enerjisi kullanımını karşılaştırmak için hangi birimleri kullanırdı?
Şıklar:
A. Newton
B. Joule
C. Volt
D. Watt",Joule,B
"Fotosentez ne üretir?
Şıklar:
A. karbondioksit ve nitrojen
B. şeker ve karbondioksit
C. oksijen ve nitrojen
D. şeker ve oksijen",şeker ve oksijen,D
"Bunlardan hangisi bükülmesi en zor olanıdır?
Şıklar:
A. Kauçuk lastik
B. Kumaş kurdele
C. Deri ayakkabı
D. Ahşap tahta",Ahşap tahta,D
"Hangi ifade bir organizmanın çölde hayatta kalmasına yardımcı olan yapısal bir adaptasyonu en iyi şekilde tanımlar?
Şıklar:
A. Bir kuş yuvasını kaktüsün içine yapıyor.
B. Bir çıngıraklı yılan tehdit edildiğinde kuyruğunu sallar.
C. Bir kertenkele sığınmak için bir kayanın altına giriyor.
D. Bir tavşanın kulakları ısı yayar.",Bir tavşanın kulakları ısı yayar.,D
"Bir grup öğrenci, okul tarafından kullanılan elektrik miktarının azaltılması gerektiğine karar vermiştir. Öğrenciler bu sorunu çözmek için bir plan geliştirmek istemektedir. Grup ilk olarak ne yapmalıdır?
Şıklar:
A. planı uygulamak için hangi malzemelerin kullanılması gerektiğini belirlemek
B. Planı oluşturmak için enerji tasarrufu konusunda araştırma yapmak
C. planın tasarımını iyileştirmek
D. planın geçerliliğini test etmek",Planı oluşturmak için enerji tasarrufu konusunda araştırma yapmak,B
"Bir organizma Dünya'dan daha büyük bir yerçekimi alanına sahip bir ortamda gelişseydi, hangi adaptasyon organizmaya en çok fayda sağlardı?
Şıklar:
A. uzun, ince uzuvlar
B. uzun, güçlü uzuvlar
C. kısa, ince uzuvlar
D. kısa, güçlü uzuvlar","kısa, güçlü uzuvlar",D
"Pestisitler çiftçiler tarafından böcekleri kontrol etmek için kullanılır. Bazen pestisitler akarsulara karışır. Bu aşağıdakilerden hangisine bir örnektir?
Şıklar:
A. Çevreyi korumak için çalışan çiftçiler.
B. Doğal maddelerin sorunları çözmek için kullanılması.
C. Çiftçilerin mahsul miktarını azaltmaya çalışması.
D. Bir sorunun çözümünün başka bir sorun yaratması.",Bir sorunun çözümünün başka bir sorun yaratması.,D
"Çinko, aşağıdakilerden hangisine yardımcı olan bir mineraldir?
Şıklar:
A. Hücrelerdeki suyun dengede tutulması.
B. Dişlerdeki çürüklerin önlenmesi.
C. Kesik ve çiziklerin iyileştirilmesi.
D. Kanda oksijen taşınması.",Kesik ve çiziklerin iyileştirilmesi.,C
"Bazı kuşlar tohum yer. Eğer bir kuş toprağa bir tohum bırakırsa, bitkiye nasıl yardım edilebileceğini en iyi hangisi açıklar?
Şıklar:
A. Daha fazla güneş ışığı alabilir.
B. Üreme şansı olabilir.
C. Suya yaklaşabilir.
D. Daha fazla oksijen üretebilir.",Üreme şansı olabilir.,B
"Gün batımından hemen önce, bir öğrenci aynı yerde havanın ve toprağın sıcaklığını kaydetmiştir. Öğrenci, hava ve toprağın aynı sıcaklığa sahip olduğunu bulmuştur. Aşağıdaki ifadelerden hangisi o gün gün batımından sonra hava ve toprak sıcaklıklarının büyük olasılıkla nasıl değiştiğini açıklar?
Şıklar:
A. Toprak sıcaklığı hava sıcaklığından daha hızlı artmıştır.
B. Hava sıcaklığı toprak sıcaklığından daha hızlı artmıştır.
C. Toprak sıcaklığı hava sıcaklığından daha hızlı düşmüştür.
D. Hava sıcaklığı toprak sıcaklığından daha hızlı düşmüştür.",Hava sıcaklığı toprak sıcaklığından daha hızlı düşmüştür.,D
"Resif oluşturan mercanlar, dokularında yaşayan fotosentetik alglerle birlikte çalışır. Bir mercan resifindeki algler hayatta kalmak için büyük olasılıkla hangi enerji türünü kullanabilir?
Şıklar:
A. kimyasal
B. mekanik
C. ışıma
D. termal",ışıma,C
"Bir araba yakıt yakarken, kimyasal enerjiden mekanik enerjiye bir dönüşüm gerçekleşir. Yakıtın yanmasının en olası sonucu nedir?
Şıklar:
A. Arabayı oluşturan madde artar.
B. Yararlı enerji miktarı azalır.
C. Otomobilin verimliliği artar.
D. Isı enerjisi miktarı azalır.",Yararlı enerji miktarı azalır.,B
"Bunlardan hangisi atomun bir parçası değildir?
Şıklar:
A. proton
B. izotop
C. çekirdek
D. elektron",izotop,B
"Hangi ifade bir canlıdaki kalıtsal özelliğe örnektir?
Şıklar:
A. Bir çocuk bisiklete binmeyi öğrenir.
B. Bir kedinin bacağı kırık bir yavrusu var.
C. Beyaz bir köpeğin beyaz tüylü bir yavrusu vardır.
D. Bir kişinin yanık izi var.",Beyaz bir köpeğin beyaz tüylü bir yavrusu vardır.,C
"Suya ısı enerjisi eklediğinizde hangi değişim meydana gelebilir?
Şıklar:
A. Su sıvı halden katı hale dönüşebilir.
B. Su katı halden sıvı hale dönüşebilir.
C. Su sıvıdan gaza dönüşebilir.
D. Su gazdan sıvıya dönüşebilir.",Su sıvıdan gaza dönüşebilir.,C
"Kaliforniya'daki El Cajon Geçidi, her yıl yaklaşık bir santimetre hızla çevresindeki araziden daha yüksek hale gelmektedir. Bölge hakkında hangi ifade doğrudur?
Şıklar:
A. El Cajon Geçidi'nde erozyon, yükselmeden daha yavaştır.
B. El Cajon Geçidi'nde plakalar ayrılıyor.
C. El Cajon Geçidi'nde dağ oluşumu erozyondan daha yavaştır.
D. El Cajon Geçidi'nde erozyon ve yükselme dengelenmiştir.","El Cajon Geçidi'nde erozyon, yükselmeden daha yavaştır.",A
"Kahverengi yılanlardan oluşan bir popülasyonda, bir yılan beyaz benekli olarak doğar. Bu özelliğin kahverengi yılan popülasyonunda yaygınlaşıp yaygınlaşmayacağı üzerinde en çok hangi faktör etkili olacaktır?
Şıklar:
A. yılanın üremek için hayatta kalma yeteneği
B. yavru yılanda başka yeni özelliklerin ortaya çıkması
C. önceki yılan popülasyonlarındaki desenlerin geçmişi
D. yılan desenini değiştiren termal enerjinin varlığı",yılanın üremek için hayatta kalma yeteneği,A
"Ay'ın aynı yüzü Dünya'dan her zaman görülebilir çünkü
Şıklar:
A. Ay kendi ekseni etrafında dönmez.
B. Ay'ın uzak yüzü gün boyunca Dünya'ya dönüktür.
C. Ay, Dünya etrafında her bir turda bir dönüş yapar.
D. dönme hızı Dünya ve Ay için aynıdır.","Ay, Dünya etrafında her bir turda bir dönüş yapar.",C
"Ortaokul fen sınıfları kağıt ve plastik poşetleri geri dönüştürdükleri bir proje gerçekleştiriyor. Kağıt ve plastik arasındaki en önemli fark nedir?
Şıklar:
A. Kağıt yenilenebilir bir kaynaktan gelmektedir.
B. Plastik yenilenebilir bir kaynaktan gelmektedir.
C. Plastik tekrar kullanılamaz.
D. Kağıt tekrar kullanılamaz.",Kağıt yenilenebilir bir kaynaktan gelmektedir.,A
"Gelgit havuzları, kayalık yüzeye yapışan ve besin ve oksijen için gelgitlere bağımlı olan çeşitli organizmalar için yaşam alanlarıdır. Bu gelgit havuzlarında bulunan deniz yıldızları, başka doğal avcıları olmayan midye ve diğer kabuklu deniz hayvanlarıyla beslenir. Tüm deniz yıldızlarının gelgit havuzu ekosisteminden çıkarılması tür çeşitliliğini büyük olasılıkla nasıl etkileyecektir?
Şıklar:
A. Avlanma oranı azaldıkça çeşitlilik de artacaktır.
B. Alan için rekabet arttıkça çeşitlilik azalacaktır.
C. Besin maddelerinin geri dönüşümü azaldıkça çeşitlilik artacaktır.
D. Besin ve oksijen kaynakları arttıkça çeşitlilik azalacaktır.",Alan için rekabet arttıkça çeşitlilik azalacaktır.,B
"İnsanlarda dili yuvarlama yeteneği baskın R aleli tarafından kodlanır. Dili yuvarlayamama ise çekinik r aleli tarafından kodlanır. Bu özellik için RR aleli kombinasyonuna sahip bir erkek, bu özellik için rr aleli kombinasyonuna sahip bir kadınla zigot üretir. Zigotta hangi alel kombinasyonu oluşabilir?
Şıklar:
A. R
B. rr
C. Rr
D. RR",Rr,C
"Pat enerjinin bir ekosistemde nasıl aktığını öğreniyor. Pat hayvanların bitkilerden enerji aldığını anlıyor. Bitkiler ne yaparak hayvanların onlardan enerji almasını sağlar?
Şıklar:
A. Bitkiler suyu köklerinde tutar.
B. Bitkiler toprağa azot salgılar.
C. Bitkiler hava koşullarına karşı barınak sağlar.
D. Bitkiler ışığın varlığında şeker üretir.",Bitkiler ışığın varlığında şeker üretir.,D
"Güvenli içme suyu olmayan kişiler dizanteri adı verilen bir hastalığa yakalanabilir. Dizanteriye vücudun içinde yaşayan bir tür amip neden olur. Doktorlar bu amipleri mikroskop altında vücut örneklerine bakarak bulabilirler. Amiplerin hangi özelliği doktorların dizanteri amiplerini bulmak için neden mikroskop kullandıklarını en iyi açıklar?
Şıklar:
A. Amipler şekil değiştirebilir.
B. Amiplerin hayatta kalmak için insanlara ihtiyacı vardır.
C. Amipler tıpkı insan hücrelerine benzer.
D. Amipler sadece bir hücreden oluşur.",Amipler sadece bir hücreden oluşur.,D
"Bunlardan hangisi levha tektoniği teorisi için bir kanıttır?
Şıklar:
A. kutup buzullarının erimesi
B. iklimler değiştikçe biyomların yer değiştirmesi
C. granitin tüm kıtalarda yaygınlığı
D. Pasifik kenarındaki volkanların varlığı",Pasifik kenarındaki volkanların varlığı,D
"Jeologlar Afrika'da Büyük Rift Vadisi adı verilen bir bölgeyi inceliyorlardı. Hangi jeolojik olay büyük olasılıkla vadinin oluşumuna neden olmuştur?
Şıklar:
A. ayrışan kıtasal levhalar
B. tektonik plakaların çarpışması
C. buzulların hareketi
D. meteorlardan kaynaklanan etkiler",ayrışan kıtasal levhalar,A
"Gün batımı en geç hangi mevsimde gerçekleşir?
Şıklar:
A. yaz
B. sonbahar
C. kış
D. ilkbahar",yaz,A
"Aşağıdakilerden hangisi Dünya'nın iç kısmındaki önemli bir enerji kaynağıdır?
Şıklar:
A. volkanlar
B. konveksiyon
C. erimiş kaya
D. radyoaktif izotoplar",radyoaktif izotoplar,D
"Anna elinde bir buz küpü tutuyor. Buz küpü neden onun elinde eriyor?
Şıklar:
A. Isı onun elinden buz küpüne geçiyor.
B. Soğuk, elinden buz küpüne doğru hareket eder.
C. Isı buz küpünden eline geçiyor.
D. Soğuk, buz küpünden eline geçer.",Isı onun elinden buz küpüne geçiyor.,A
"Bir öğrenci metal bir madeni paranın sıcaklığını düşürmek istiyor. Hangi eylem madeni parayı en soğuk hale getirir?
Şıklar:
A. madeni parayı dondurucuya yerleştirmek
B. madeni parayı soğuk suya koymak
C. madeni parayı tezgahın üzerine bırakmak
D. madeni parayı soğuk ellerle ovmak",madeni parayı dondurucuya yerleştirmek,A
"Azot döngüsünde, azot aşağıdaki yollarla doğrudan atmosferden litosfere geri dönebilir
Şıklar:
A. yıldırım.
B. hava kirliliği.
C. yoğuşma.
D. hücresel solunum.",yıldırım.,A
"Ay ve güneş tutulmaları ne zaman gerçekleşebilir?
Şıklar:
A. sadece dolunay sırasında
B. sadece dolunay ve yeni ay sırasında
C. sadece küçülen bir gibbous ay sırasında
D. sadece ağdalı gibbous ay sırasında",sadece dolunay ve yeni ay sırasında,B
"Bitki hücreleri hayvan hücrelerinden nasıl farklıdır?
Şıklar:
A. Sadece bitki hücreleri büyüyebilir.
B. Sadece hayvan hücreleri üreyebilir.
C. Sadece hayvan hücreleri enerji depolayabilir.
D. Sadece bitki hücreleri fotosentez yapabilir.",Sadece bitki hücreleri fotosentez yapabilir.,D
"Hangi değişiklik yeni bir malzeme oluşturur?
Şıklar:
A. kilden bir figürü şekillendirmek
B. içki bardağını kırmak
C. buz küplerini kırmak
D. ocakta yumurta pişirmek",ocakta yumurta pişirmek,D
"Bir rüzgar çiftliği, elektrik üretmek için çok sayıda rüzgar değirmeni içerir. Rüzgar çiftliklerinin ormanların yakınında bulunmamasının EN İYİ nedeni hangisidir?
Şıklar:
A. Ağaçlar rüzgarın şiddetini azaltacaktır.
B. Yel değirmenleri ormanları yok edecektir.
C. Üretilen elektrik şehirlerden faydalı olamayacak kadar uzakta olacaktır.
D. Orman hayvanları yel değirmenlerini yok edecekti.",Ağaçlar rüzgarın şiddetini azaltacaktır.,A
"Egzersiz sırasında ve sonrasında vücut tarafından yapılan hangi eylem ısıyı en iyi şekilde serbest bırakır ve vücudu soğutur?
Şıklar:
A. Susuzluğu belirtmek için kimyasallar salınır.
B. Kaslar laktik asit üretir.
C. Solunum hızı artar.
D. Terleme meydana gelir.",Terleme meydana gelir.,D
"Bazı öğrenciler Ay'ın büyüklüğünün Dünya'nın büyüklüğü ile nasıl karşılaştırıldığını göstermek için bir model yapmak istedi. Ay'ı temsil etmesi için bir portakal kullandılar. Aşağıdakilerden hangisi Dünya'yı en iyi temsil eder?
Şıklar:
A. Bir kavun
B. Bir üzüm
C. Bir limon
D. Bir kiraz",Bir kavun,A
"Bir top yerde yuvarlanıyor. Bir kuvvet topu hareket ettiği yöne doğru itiyor. Topa ne olur?
Şıklar:
A. Hareket etmez.
B. Daha yavaş hareket eder.
C. Hareket ettiği yönde daha hızlı hareket eder.
D. Aynı hızda ve yönde hareket etmeye devam eder.",Hareket ettiği yönde daha hızlı hareket eder.,C
"Çöl bölgesinde bir tatlı su balığı fosili keşfedildiğinde çıkarılabilecek en iyi sonuç nedir?
Şıklar:
A. Balıklar okyanustan göç etti.
B. Balıklar üreyemedi
C. Bu bölgede eskiden bir dağ vardı.
D. Bu bölgeden eskiden bir nehir geçerdi",Bu bölgeden eskiden bir nehir geçerdi,D
"Tütün birçok sağlık sorunuyla ilişkilendirilmiştir. Kansere neden olan tütün türlerinin en eksiksiz listesi nedir?
Şıklar:
A. sigara ve enfiye
B. çiğneme tütünü ve enfiye
C. sigara ve çiğneme tütünü
D. sigara, çiğneme tütünü ve enfiye","sigara, çiğneme tütünü ve enfiye",D
"Bir gölette güneye doğru giden pille çalışan oyuncak bir yelkenli, doğudan batıya doğru esen bir rüzgâra yakalanır. Kuvvetlerin kombinasyonu yelkenlinin hangi yönde hareket etmesine neden olur?
Şıklar:
A. kuzeydoğu
B. kuzeybatı
C. güneydoğu
D. güneybatı",güneybatı,D
"İnsan dolaşım ve solunum sistemlerinin nasıl etkileştiğini en iyi hangisi açıklar?
Şıklar:
A. Kalp, akciğerlerde biriken atıkları temizler.
B. Oksijen kan dolaşımına doğrudan burundan girer.
C. Oksijen, kan akciğerlerden geçerken kan dolaşımına aktarılır.
D. Kalp, havayı akciğerler aracılığıyla kana pompalar.","Oksijen, kan akciğerlerden geçerken kan dolaşımına aktarılır.",C
"12 Aralık'ta bir şehirde meydana gelen kar fırtınasında 20 santimetre kar yağdı. Bu olay bölgenin iklimini tanımlamak için ne zaman kullanılabilir?
Şıklar:
A. eğer kar yağışı rekor kırarsa
B. kar yağışı bölge için olağandışıysa
C. Kar yağışının zaman içinde Aralık ayındaki hava durumu ile tutarlı olup olmadığı
D. kar yağışı bir aydan daha uzun süre yerde kalırsa",Kar yağışının zaman içinde Aralık ayındaki hava durumu ile tutarlı olup olmadığı,C
"Hangi ifade enerjinin nasıl yardımcı olabileceğini açıklar?
Şıklar:
A. Bir binaya yıldırım düşmesi.
B. Yangının bir evi kül etmesi.
C. Elektriğin bir fırını ısıtması.
D. Rüzgarın bir tabelayı uçurması.",Elektriğin bir fırını ısıtması.,C
"Yağış büyük olasılıkla gökyüzünün hangi durumunda olabilir?
Şıklar:
A. açık ve güneşli
B. kısmen güneşli
C. kalın, kara bulutlu
D. beyaz, kabarık bulutlu","kalın, kara bulutlu",C
"Bir öğrencinin annesi, resesif bir özellik olan yapışık kulak memeleri için heterozigottur. Öğrencinin babası da bu özellik için heterozigottur. Bu öğrencinin yapışık kulak memesine sahip olma olasılığı yüzde kaçtır?
Şıklar:
A. 0%
B. 25%
C. 50%
D. 75%",25%,B
"En iyi ısı yalıtkanı hangi malzemedir?
Şıklar:
A. cam
B. metal
C. su
D. Ahşap",Ahşap,D
"Prokaryotik organizmaları inceleyen bilim insanları en çok hangi soruyu sorarlar?
Şıklar:
A. Lizozomlar bakterileri hücrelerden nasıl dışarı atar?
B. Hücre zarı stabilitede nasıl bir rol oynar?
C. Kloroplastlar ışığı enerjiye nasıl dönüştürür?
D. Ribozomlar neden etkili protein üreticileridir?",Ribozomlar neden etkili protein üreticileridir?,D
"Kuzey Arkansas'taki bir kasaba, kışın bir bölümünde normalden daha soğuk sıcaklıklar yaşadı. Bunun sorumlusu büyük olasılıkla hangi değişikliktir?
Şıklar:
A. Jet akımında güneye doğru bir düşüş
B. Jet akımının kuzeye doğru hareketi
C. Koriyolis etkisinin alçak basınç alanı yaratması
D. Koriyolis etkisinin yüksek basınç alanı yaratması",Jet akımında güneye doğru bir düşüş,A
